,Country,Activity,Age,Fatal (Y/N),Age Group,Top Species,Arm Pts,Leg Pts,Body Pts,Head Pts,Total Pts
840,AUSTRALIA,Bathing in knee-deep water,21,Y,Adult,white shark,10.0,20.0,0.0,0.0,30.0
841,AUSTRALIA,Swimming,18,Y,Adult,white shark,10.0,0.0,0.0,0.0,10.0
842,USA,Swimming,24,Y,Adult,white shark,0.0,20.0,0.0,0.0,20.0
843,SOUTH AFRICA,Swimming,29,Y,Adult,white shark,10.0,20.0,0.0,100.0,130.0
844,USA,Fishing (Seining),15,N,Teenager,white shark,10.0,0.0,0.0,0.0,10.0
845,AUSTRALIA,Swimming,12,Y,Child,bull shark,0.0,20.0,0.0,0.0,20.0
846,USA,Skin diving. Grabbed shark's tail; shark turned & grabbed diver's ankle & began towing him to deep water,19,N,Adult,nurse shark,10.0,20.0,0.0,0.0,30.0
847,IRAQ,Swimming naked near a date palm where many dates fell into the water,6,N,Child,bull shark,10.0,0.0,0.0,0.0,10.0
848,IRAQ,Swimming in section of river used for washing clothes & cooking utensils,16,N,Teenager,bull shark,0.0,20.0,0.0,0.0,20.0
849,IRAQ,Swimming,13,Y,Teenager,bull shark,0.0,20.0,0.0,0.0,20.0
